;liste_acteurs;nb_comedie;nb_drame
922;Eric Kreikenmayer;0;3
923;Richard Lintern;1;0
924;Matteo Gianoli;1;1
925;Erica LaRose;1;0
926;Rahul Garg;1;0
927;Boman Irani;1;0
928;Davon Gummersall;0;1
929;Luciano Agati;1;0
930;Michael Zegen;1;1
931;Susan Lynch;1;2
932;Michal Gadomski;0;1
933;Giulia Boschi;2;3
934;Shahrukh Khan;0;1
935;Ki-woo Lee;2;0
936;Joey Yu;0;1
937;Mark Stanley;0;1
938;Rose Margaret Keil;1;0
939;Jason Schwartzman;12;2
940;Matteo Branciamore;2;1
941;Mary Alice;1;0
942;Robbie Tucker;1;0
943;Marjorie Lord;1;0
944;Nicolas Bauwens;0;1
945;Niesha Butler;1;0
946;Tawny Kitaen;1;0
947;Walter Brooke;2;0
948;David Strathairn;1;22
949;Marcial Di Fonzo Bo;0;1
950;Antonio Pitanga;0;3
951;Vincenzo Macrì;1;0
952;Monica Raymund;0;2
953;Bob Hoskins;7;6
954;Lewis MacDougall;0;1
955;Dae Al Hilali;0;1
956;Francesco Ricci;0;1
957;Conrad Coates;1;0
958;Karl-Heinz Rummenigge;1;0
959;Nikolaj Bogoljubov;1;0
960;Brian Scannell;0;2
961;Monica Audras;1;0
962;CinSyla Key;0;1
963;Riccardo Salerno;0;1
964;Arno Frisch;0;1
965;Zhou Quing Feng;0;1
966;Asif Ali;0;1
967;Atchi Wahi-Li;0;1
968;Jean-Claude Vernay;0;2
969;Laurent Bateau;1;0
970;Patti Kim;0;1
971;Helen Mirren;7;19
972;Baird Wallace;1;0
973;Marina Vassilieva;0;1
974;Ronald Lacey;2;0
975;Rose Abdoo;1;0
976;Mária Egry;1;0
977;Shoichi Sato;1;0
978;Charlie Carver;2;0
979;Claudio Pacifico;1;0
980;Gary Olsen;0;2
981;Brian Cesak;1;0
982;Zachary Gordon;3;0
983;Lars Brygmann;1;1
984;Kate Dickie;2;4
985;Jacques Torrens;1;0
986;Michael Bergin;0;3
987;Alfredo Marchetti;1;0
988;Nathalie Poza;1;3
989;Arthur Berning;2;0
990;Sarah Stafford;1;0
991;Percy Helton;1;0
992;Maggie Siu;0;1
993;Dimitris Tarlow;0;1
994;Tajh Bellow;0;1
995;Gillian Jones;0;1
996;Richard Berry;4;1
997;Tracy Hutson;0;1
998;Fred Durst;0;2
999;Ted Ferguson;0;1
1000;Peter Harting;0;2
1001;Sergei Puskepalis;0;2
1002;Gaetano Fresa;0;1
1003;Claude Rains;2;4
1004;Natalia de Molina;2;1
1005;Damien;0;1
1006;Sonia Suhl;0;1
1007;Hiei Kimura;0;1
1008;Ingunn Beate Øyen;1;0
1009;Kazuko Yoshiyuki;0;2
1010;Tony Roberts;6;0
1011;Vittorio Congia;6;0
1012;Giles Matthey;0;1
1013;Felice Jankell;0;2
1014;Marguerite Phillips;1;0
1015;Shane Briant;0;2
1016;Amelia Crowley;0;1
1017;Stefania Bogo;0;1
1018;John Kapelos;0;1
1019;David Manners;1;1
1020;Andrew McIlroy;1;0
1021;Karl Willetts;0;1
1022;Mark Wing-Davey;1;0
1023;Kwesi Ameyaw;1;4
1024;Scott Elrod;1;0
1025;Jean-Louis Tilburg;0;1
1026;Calvert DeForest;1;0
1027;Silvia Calderoni;0;1
1028;Brigitta Boccoli;2;0
1029;Hank Azaria;6;5
1030;Jill Scott;1;0
1031;Ruggero Ruggeri;1;1
1032;Giorgio Montanini;1;0
1033;Vladimir Lyubimtsev;0;1
1034;Lukas Pelissier;1;0
1035;Costas Xikominos;0;2
1036;Nat Faxon;7;0
1037;Michel Derville;1;0
1038;Antonio Andrisani;2;0
1039;Rishi Kapoor;0;1
1040;Glen Berry;1;0
1041;Marco Khan;0;1
1042;Armin Amiri;0;1
1043;Nicole Ansari-Cox;0;1
1044;Samantha Bailey;0;1
1045;Gary Owen;2;0
1046;Harry Cleven;1;0
1047;Gérard Blain;2;2
1048;Thurston Hall;1;0
1049;Felix Theissen;1;0
1050;Fay Chaldecott;0;2
1051;Pierre Haudebourg;0;1
1052;Sam Karmann;1;0
1053;Cordula Stratmann;1;0
1054;Bojana Golenac;1;0
1055;Al Sapienza;2;2
1056;William Stanford Davis;1;0
1057;Lauren 'Lolo' Spencer;0;1
1058;Lothar Gunther;1;0
1059;Pierre Louis-Calixte;0;1
1060;Zhijian Zhang;1;0
1061;Ludovica Andò;0;1
1062;Janusz Gajos;0;3
1063;Merlin Balie;0;1
1064;Nguyén Nhù Quynh;1;1
1065;Jimmy Smits;2;2
1066;Adam Storke;1;2
1067;Ryan McParland;0;3
1068;Massimo Brancatelli;1;0
1069;Kenya Pearson;0;2
1070;Rinat Matatov;0;2
1071;Chris Williams;0;1
1072;Joey Gaydos Jr.;1;0
1073;Nane Germon;0;1
1074;Antonio Giuliani;3;0
1075;John White;3;0
1076;Richard Side;1;0
1077;Jennifer Coolidge;11;0
1078;Barbara Tabita;5;1
1079;Tyne Daly;0;4
1080;Simon Pegg;6;1
1081;Tom Neal;0;2
1082;Shaun Dingwall;0;2
1083;Melissa Neal;0;1
1084;Erich Schönfelder;2;0
1085;Gary Grossman;1;0
1086;Jon Kenny;0;1
1087;Leonardo Sbaraglia;2;4
1088;Donal McCann;1;0
1089;Sergio Bustric;3;0
1090;Hary Prinz;0;2
1091;Anneli Karppinen;0;2
1092;Marie-José Turcotte;0;1
1093;Roxanne Arlen;1;0
1094;Léopold Simalty;1;0
1095;Brandon Hashimoto;0;2
1096;François-Xavier Demaison;7;1
1097;Liam Neeson;7;10
1098;Anatolij Solonicyn;0;1
1099;Tony Espinosa;1;2
1100;Dean Norris;2;2
1101;Rochelle Hudson;1;3
1102;Chad Lowe;0;2
1103;Petra Vogt;0;1
1104;Madison Graie;1;0
1105;Gable Carr;1;0
1106;Madeleine Erickson;0;2
1107;Siobhan Reilly;1;0
1108;Niki Giustini;1;0
1109;Helmut Pick;0;2
1110;Lacey Chabert;1;2
1111;Dick Sullivan;0;1
1112;Lewis Alsamari;0;1
1113;Teo Yoo;0;1
1114;Ula Tabari;0;2
1115;Flora Newbigin;1;0
1116;Winter Lee Holland;0;1
1117;Matteo Fadda;1;0
1118;Lazare Minougou;1;0
1119;Lavell Crawford;1;0
1120;Keith Robinson;1;0
1121;Gabriele Rossi;0;1
1122;Asha Menina;0;1
1123;Frank Lino;1;0
1124;Meredith MacNeill;1;0
1125;Erica Nava;0;2
1126;Phyllis Calvert;2;2
1127;Didier Haudepin;0;2
1128;Andrea Corneti;1;0
1129;Bernd Schäfer;0;1
1130;Teo Planell;0;2
1131;Patricia Richardson;1;0
1132;Jay Lycurgo;0;2
1133;Noriko Tatsumi;0;2
1134;Noël Coward;2;2
1135;Gabrielle Carteris;1;0
1136;Cheryl Pollak;1;0
1137;Kevin Corrigan;1;1
1138;Hideo Mitsui;0;3
1139;Donald Donnelly;1;0
1140;Yiwei Zhou;1;0
1141;Siraphan Wattanajinda;0;2
1142;Mike White;3;2
1143;Gabe Liedman;1;0
1144;Juan Cruz Bordeu;0;1
1145;Mario Batali;1;0
1146;Richard E. Grant;8;2
1147;Nagisa Morimoto;0;1
1148;Garrett Hedlund;0;5
1149;Jacques Vitry;1;0
1150;Elena Di Cioccio;3;1
1151;Monica Ward;1;0
1152;Hosoda Yoshihiko;0;1
1153;Brian Sites;1;0
1154;Norma Reyna;1;0
1155;Graça de Andrade;0;2
1156;Riley Keough;1;3
1157;Benedetta Rossi;2;0
1158;Dagmar Lassander;3;3
1159;Brendan O'Hare;1;0
1160;Josep Abad;0;1
1161;Terrence Evans;1;0
1162;David Pressman;1;0
1163;Andrew S. Gilbert;1;2
1164;Ricardo Pereira;0;1
1165;Alessio Vitale;0;1
1166;Guido De Carli;0;1
1167;Kyley Baldridge;1;0
1168;Pierre Tchernia;1;0
1169;Jakob Appelman;1;0
1170;Hagit Dasberg;0;1
1171;Dodie Marshall;1;0
1172;Alina Nedelea;1;1
1173;Yusuf Wahbi;1;0
1174;Sara Francesca Spelta;0;1
1175;Ari Meyers;1;2
1176;Ezgi Mola;1;0
1177;Daniel Boulanger;0;1
1178;Terry Downes;1;0
1179;Patrick Knowles;1;1
1180;Miriam Stein;0;2
1181;Alessandra de Luca;1;0
1182;Lee J. Cobb;2;12
1183;Sean Higgs;1;0
1184;Paul Barrett;0;1
1185;Biagio Izzo;21;1
1186;Marie Moute;0;1
1187;Malcolm McDowell;8;6
1188;Maya Bulgakova;0;1
1189;Sennia Nanua;0;1
1190;John Apicella;0;1
1191;Sébastien Thiery;2;0
1192;Aaron Miko;0;2
1193;Tony Devon;0;1
1194;Harold Ramis;3;0
1195;Jeremy Renner;4;0
1196;Neil Brown Jr.;1;0
1197;Emily Kusche;1;0
1198;Edelen McWilliams;0;1
1199;Amaury de Crayencour;1;0
1200;Erdal Besikçioglu;0;1
1201;Akshaye Khanna;1;0
1202;Alanis Morissette;1;0
1203;Mari Töröcsik;0;5
1204;Michael Algieri;1;0
1205;Dudley Sutton;2;0
1206;Satybaldy Azamat;0;1
1207;Elizabeth Rogers;1;0
1208;Caprice Chantal;1;0
1209;Oliviero Prunas;0;2
1210;Zsófia Psotta;0;1
1211;Enzo Santaniello;1;0
1212;Václav Stökel;1;0
1213;Caterina Shulha;2;0
1214;Moritz Bleibtreu;4;6
1215;Stéphane De Groodt;2;0
1216;Brett Halsey;0;1
1217;Elsa Lepoivre;1;0
1218;Dick Martin;2;0
1219;Cinzia Veronesi;1;0
1220;Guillermo Pfening;0;2
1221;Dora Bini;2;0
1222;Gary Morgan;1;0
1223;Harry Richardson;0;2
1224;Filippo Scelzo;2;5
1225;Chantal Mercier;1;0
1226;Laia Marull;1;3
1227;Will Farrell;1;0
1228;Cezmi Baskin;0;2
1229;Eita;1;0
1230;Sy Richardson;2;0
1231;Ariane Ascaride;3;5
1232;Benito Urgu;4;0
1233;Gan Guidan;0;1
1234;Robert Trebor;1;0
1235;André Canter;0;2
1236;Lowell Gilmore;1;0
1237;Federico Rizzo (II);2;0
1238;Annemarie Van Dijk;0;1
1239;Miguel Angel Aladren;1;0
1240;Greta Fernández;0;1
1241;Kallie Knoetze;1;0
1242;Ray Charles;1;0
1243;Maia Shamoevi;0;1
1244;Julliet Akinyi;1;0
1245;Francesca Romana Bergamo;1;0
1246;Ashraf Farah;1;0
1247;Irene Dailey;0;2
1248;Phillip Avalon;0;1
1249;Agathe Peigney;1;0
1250;Holly Marie Combs;2;0
1251;Anita Page;1;0
1252;Rossella Carella;0;1
1253;Vera Molnar;1;0
1254;Claire Trevor;2;4
1255;Yun-shik Baek;1;0
1256;Ladislav Jánsky;0;1
1257;Kang-sheng Lee;1;0
1258;Tom Stratford;1;0
1259;Helen Thimig;0;1
1260;Gary Hetzler;1;0
1261;Max Gülstorff;0;1
1262;Jada Pinkett Smith;7;2
1263;Riccardo Trentadue;1;0
1264;Joanna Borer;0;2
1265;Camilla Calderoni;1;0
1266;Marian Álvarez;1;0
1267;Frank Ridley;1;0
1268;Ben Falcone;5;0
1269;Marcelo Dansey;0;1
1270;Jeanne Balibar;1;5
1271;Oscar Ortega Sánchez;1;0
1272;Julianne Phillips;3;0
1273;Wallace Ford;4;1
1274;Cory Hibbs;0;2
1275;Gary Basaraba;3;0
1276;Janusz Sterninski;0;1
1277;Laurence Harvey;1;2
1278;Samuel Jouy;1;0
1279;Katarina Cas;1;0
1280;Nico Hiraga;1;0
1281;Mariano Scalisi;1;0
1282;Federico Torre;0;2
1283;Marcello Marziali;5;0
1284;Thijs Römer;0;2
1285;Hsu Feng;0;1
1286;Joanna Miles;0;3
1287;Stephen Rea;4;5
1288;Mary Kay Place;8;2
1289;L. Cerepanova;0;1
1290;Anouk Aimée;4;6
1291;Shoko Nakahara;1;0
1292;Huang Huan;0;1
1293;Corinne Touzet;1;0
1294;Alexander Lockwood;1;0
1295;Françoise Rosay;1;2
1296;Robert Aramayo;0;2
1297;Liliana Fiorelli;1;3
1298;Joshua Zuehlke;1;0
1299;Matilde Brandi;1;0
1300;Willy Prager;1;0
1301;Stanislaw Dziedzic;1;0
1302;Teruko Kojima;0;1
1303;Christoph Schobesberger;0;2
1304;James Callis;1;0
1305;Ali Barkai;0;1
1306;Rafe Spall;3;1
1307;Bruno Valayer;1;0
1308;Marie Pillet;1;0
1309;John Garfield;0;3
1310;Vanessa Ferlito;0;2
1311;Ian McNeice;1;0
1312;Jean Lefebvre;4;0
1313;Robert Guillaume;1;0
1314;Krystyna Janda;0;4
1315;David Formilli;0;1
1316;Carmela Vincenti;1;0
1317;Reeve Carney;0;2
1318;Rudy Basquez;1;0
1319;Lilian Bronson;0;2
1320;Mitsuko Kusabue;0;1
1321;Sergei Shnurov;1;0
1322;Michel Serrault;5;1
1323;Chris Geere;1;0
1324;Emmanuel Hondré;1;0
1325;Sabine Wagner;0;1
1326;Samal Eslyamova;1;0
1327;Sophie Monk;2;0
1328;Jan Hrynkiewicz;0;2
1329;José Javier Domínguez;0;1
1330;Herbert Fux;1;0
1331;Eric McCormack;1;1
1332;Ed Van Nuys;1;0
1333;Thomas Loibl;0;3
1334;Minoru Iizuka;0;1
1335;Baran Sükrü Babacan;0;1
1336;Marie Gruber;1;1
1337;Eleonora Gaggero;2;0
1338;Andrew Ng;0;3
1339;Heinz Trixner;0;2
1340;Mikey Day;1;0
1341;Lee Everett;1;0
1342;Jaime Ray Newman;0;1
1343;Sara Gilbert;0;2
1344;David Tom;1;1
1345;Natasha Shengelaia;0;1
1346;Tamara Kafka;0;1
1347;Richard Bull;0;5
1348;Angelo Campolo;0;1
1349;Sarah Lancaster;1;1
1350;Paul Rust;2;0
1351;Javier Bódalo;0;1
1352;Lhakpa Dorji;1;0
1353;Mastura Ahmad;0;1
1354;Bob Tonelli;1;0
1355;Joshua Ormond;1;0
1356;Claudia Tranchese;1;0
1357;Joel Bergvall;0;1
1358;Gianni Esposito;2;1
1359;Martin Doyle;0;1
1360;Vittoria Puccini;2;10
1361;Mel Ferrer;1;7
1362;Mel Raido;0;2
1363;Mia Genberg;1;0
1364;Katie Boland;1;1
1365;Umberto Raho;3;3
1366;Mariachiara Augenti;1;0
1367;Alicia Fernández;1;0
1368;Daren Elliott Holmes;0;1
1369;Justin Bieber;1;0
1370;Kamil Kula;0;1
1371;Sivert Giæver Solem;1;0
1372;Luca Ronconi;1;0
1373;Hisseine Aziza;0;1
1374;Maria Vera Ratti;1;0
1375;Kayden Kross;1;0
1376;Sami Outalbali;0;1
1377;Mino Doro;3;2
1378;Roberto Infascelli;1;0
1379;Chloë Sevigny;6;14
1380;Gregor Törzs;1;0
1381;Thelma Ritter;5;0
1382;Hendrik Toompere Jr.;0;1
1383;Marisa Del Frate;1;0
1384;Giuseppe Ragone;1;0
1385;Shaun Benson;1;0
1386;Marie Rivière;2;1
1387;Millie White;0;1
1388;Jared Leto;1;9
1389;Rita Catania;1;0
1390;Nicola Rignanese;5;7
1391;Michele Lee;1;0
1392;Toby Jones;0;5
1393;Skylan Brooks;0;1
1394;Tania Zaetta;1;0
1395;Deborah Kara Unger;1;3
1396;Sara Klimoska;0;2
1397;Francesco Di Napoli;1;0
1398;Jonathan Brewer;1;0
1399;Jinah Kang;0;1
1400;Christian Crahay;0;1
1401;Laura-Leigh;1;0
1402;Marta Gastini;3;1
1403;John Benjamin Hickey;1;1
1404;Toshio Kakei;1;0
1405;Anthony Cooper;1;0
1406;Ah-in Yoo;0;2
1407;Cesare Ferretti;0;1
1408;Albert Dray;3;0
1409;Antonella Dogan;0;1
1410;Georg Årlin;0;1
1411;Bob Stephenson;1;0
1412;Hélène Chanel;6;0
1413;Dylan Fergus;1;0
1414;muMs da Schemer;1;0
1415;Sonja Bennett;2;0
1416;Diana Dors;2;1
1417;Cuba Gooding jr.;3;12
1418;Marie McDonald;1;0
1419;Daisy Badger;1;0
1420;Ann Jillian;3;1
1421;Ladis Zanini;1;0
1422;Max Maximilian;0;1
1423;Michele Capezzuoli;0;2
1424;Wieslawa Mazurkiewicz;0;1
1425;Giulia Valentini;1;0
1426;Giuseppe Cirillo;1;1
1427;Anne Vernon;1;1
1428;Jesse Reid;0;1
1429;Daniella Monet;1;0
1430;Denny Bonicolini;0;1
1431;Tazhyban Kalykulova;1;0
1432;Aldo Vinci;0;1
1433;Kamel Belghazi;0;4
1434;François Damiens;7;3
1435;Elyssa Davalos;1;0
1436;Jack Farthing;0;1
1437;Aml Ameen;0;3
1438;Linden Banks;0;1
1439;Diana García;0;1
1440;Norman Max Maxwell;1;0
1441;Josh Duhamel;3;2
1442;Louis Hayward;0;4
1443;Simeone Latini;1;0
1444;Chico Díaz;0;1
1445;Liliana Laine;0;2
1446;Angela Luce;8;4
1447;Simoncino Martucci;1;0
1448;Ilza Prestinari;0;1
1449;Pierre Brice;2;2
1450;Cesarina Gheraldi;0;1
1451;Muriel Kirkland;0;1
1452;Kristen Harris;1;0
1453;Alma Benitez;0;1
1454;Carlos Montalban;1;0
1455;Ruth-Maria Kubitschek;4;0
1456;Rodolphe Saulnier;1;0
1457;Jill Adams;1;0
1458;Louis Hofmann;0;1
1459;Nizam Namidar;0;1
1460;Kathleen Renish;1;0
1461;Francesc Garrido;0;1
1462;Richard Dimbleby;0;1
1463;Hugo Silva;5;1
1464;Elisa Di Eusanio;4;1
1465;Eugene Cherry;0;1
1466;Constance Zimmer;2;0
1467;Liang Tao;1;0
1468;Julie Williams;1;0
1469;Armando Riesco;0;1
1470;Isla Fisher;9;0
1471;Robert Ryan;2;13
1472;Ivy Nicholson;1;0
1473;Uma Thurman;12;2
1474;Guna Zarina;0;2
1475;Ben Shenkman;1;4
1476;Ambra Angiolini;13;8
1477;Michal Vondel;1;0
1478;Richard Boes;0;1
1479;Jean Heywood;1;0
1480;Tarik Kopty;0;1
1481;Adrian Gaeta;1;0
1482;Ben Feldman;2;0
1483;Fabio Nunziata;2;0
1484;Ruba Blal;0;1
1485;Joel S. Keller;0;1
1486;Will Arnett;3;0
1487;Jean-Nicolas Joissains;0;1
1488;Betty Lynn;1;0
1489;Tye Sheridan;0;5
1490;Edith Erastoff;0;2
1491;Martin Wallström;1;0
1492;Rebecka Liljeberg;0;2
1493;Anna Chancellor;5;1
1494;Ann-Marie O'Connor;0;2
1495;Gianni Ferreri;3;0
1496;Eijiro Tohno;0;3
1497;Roberta Lena;1;2
1498;Hanae Kan;0;3
1499;Arawinda Kirana;0;2
1500;Christopher Eccleston;2;3
1501;Brenda Bruce;0;2
1502;Vera Holtz;0;1
1503;Peter Alton;0;1
1504;Massimo Di Lorenzo;1;0
1505;Yolonda Ross;1;0
1506;Stephen Kinyanjui;0;1
1507;Heinz Moog;0;1
1508;Laze Manaskov;0;2
1509;Josh Blaylock;0;3
1510;Courtney Halverson;0;1
1511;Cesar García Pérez de Leon;0;1
1512;Sarah Chalke;3;1
1513;Ruth Wilson;1;7
1514;Marcel Bozzuffi;2;4
1515;Brenda De Banzie;1;1
1516;Betina Belli;0;1
1517;Yoon Kyung-ho;0;1
1518;Louise Dresser;0;1
1519;Travis Schuldt;1;0
1520;Zhou Chen;1;0
1521;Keith Gordon;2;0
1522;Ray Collins;4;2
1523;Eddie Parks;1;0
1524;Nora Navas;2;1
1525;Adam Jezierski;1;0
1526;Fortunato Cecilia;1;0
1527;Brigitte Lahaie;0;1
1528;Casey Siemaszko;3;2
1529;Giuseppe Ieracitano;0;3
1530;Tom Lecocq;1;0
1531;Grace Kelly;1;1
1532;Aglaia Mora;1;1
1533;Lili Rheims;0;1
1534;Daniela Marra;0;1
1535;Salome Kammer;0;14
1536;Charlotte Le Bon;1;1
1537;Sidney Greenstreet;0;1
1538;Hank Henry;1;0
1539;Ric Reitz;1;0
1540;Téa Leoni;7;1
1541;Hannah Lochner;0;2
1542;Charles Grodin;7;0
1543;Ida Cæcilie Rasmussen;0;2
1544;Max Volkert Martens;0;1
1545;Hannah Nordberg;0;2
1546;Claudio Trionfi;1;1
1547;Winston Duke;0;1
1548;Josephine Baker;1;1
1549;Craig T. Nelson;4;3
1550;Karan Pandit;0;1
1551;Sean Cubito;1;0
1552;Miles Fisher;1;0
1553;Parviz Purhosseini;0;1
1554;Grace Thorsen;1;0
1555;Anita Gillette;1;1
1556;Maria Di Biase;2;0
1557;Caitlin Sanchez;0;3
1558;Madonna;5;2
1559;Daphne Rubin-Vega;1;0
1560;Bernice Ladd;0;1
1561;Teri Földi;1;0
1562;Grande Otelo;0;1
1563;El Brendel;1;0
1564;Ossi Oswalda;2;0
1565;Landon Ashworth;1;0
1566;Annie Cordy;2;2
1567;Antoinette Noufaily;1;0
1568;Kumail Nanjiani;3;0
1569;Shanica Knowles;1;0
1570;Angela Winkler;0;3
1571;DJ Qualls;2;1
1572;Ayisha Issa;0;1
1573;Carl Betz;1;0
1574;Stephen Oliver;0;1
1575;Oliver Bodart;0;1
1576;Thusitha Jayasundera;0;1
1577;Estelle Evans;0;1
1578;Thomas Rortais;1;0
1579;Per Andersson;1;0
1580;Cristina Chiria;0;1
1581;Iddo Goldberg;1;0
1582;Devon Abner;0;2
1583;Michael Doven;0;2
1584;Shaun Lawton;0;1
1585;Rausin Jean-Jacques;0;1
1586;Annibale Ninchi;0;2
1587;Todd Bush;0;2
1588;Zita Hanrot;0;1
1589;Michael Epp;0;2
1590;Caio Blat;0;3
1591;Marshall Bell;3;1
1592;Eddie Shaeffer;1;0
1593;Adam Horovitz;0;2
1594;Ronald Pickup;1;1
1595;Alfredo Adami;3;0
1596;Enzo Staiola;0;1
1597;Luciana Gilli;2;0
1598;Paddy Considine;3;7
1599;Ombretta De Carlo;1;0
1600;Dayanara Torres;0;1
1601;Eva Marie Saint;4;4
1602;Herb Goldstein;2;0
1603;Franco Garofalo;0;5
1604;Aya Ueto;1;0
1605;Lang Khê Tran;0;2
1606;Rishi Nair;1;0
1607;Cécile Reigher;1;0
1608;Charles Barnes;0;1
1609;Helen Vita;1;0
1610;Bror Berger;0;2
1611;Santiago Cabrera;1;1
1612;Maggie Elizabeth Jones;3;0
1613;Harutaro Mune;1;0
1614;Adele Mara;0;1
1615;Bryan Ferry;1;0
1616;Alexander Armstrong;0;1
1617;Melissa Caudle;0;1
1618;Ashraf Barhom;0;1
1619;Barbara Rudnik;2;0
1620;Yoon Yeo-jeong;1;0
1621;Gina Pareño;0;2
1622;Greyston Holt;1;0
1623;Jean-François Wolff;1;0
1624;Panta Mosleh;1;0
1625;Francy Fair;1;0
1626;Elettra Mallaby;2;2
1627;Alessandro Fabrizi;0;2
1628;Rit Ghoos;0;2
1629;Mary Stein;1;0
1630;Sandra Biondi;1;0
1631;Emil Hornemann Juel;0;2
1632;V. Savel'ev;0;1
1633;Cecil Kellaway;3;0
1634;Melanie Leishman;1;0
1635;Folco Lulli;2;6
1636;Ornella Muti;26;10
1637;Al Weaver;1;3
1638;Robert Duvall;9;19
1639;Molly Gordon;2;0
1640;Andrew Sensenig;0;1
1641;Hassan Shapi;3;0
1642;Gretha Gavazzoni;1;0
1643;Lewis Howden;0;1
1644;Philip Roth;1;0
1645;Kantarô Suga;0;1
1646;Max Lloyd-Jones;0;2
1647;Lanfranco Cobianchi;0;1
1648;Jeff Elam;0;1
1649;Frank Webb;1;0
1650;Lucielle Vieaux;0;1
1651;Marie Brassard;0;3
1652;Fabian Krüger;0;1
1653;Rudolf Klein-Rogge;0;3
1654;Eddie Robinson;0;1
1655;John Beck;2;0
1656;Bryn Bowen;0;1
1657;Melvin Douglas;0;1
1658;Diahann Carroll;0;4
1659;Woody Jeffreys;1;0
1660;Sarita Choudhury;0;2
1661;Ellen Burstyn;7;7
1662;Carlos Alberto Alonso;1;0
1663;Felipe Hanna Braun;0;1
1664;Annabel O'Hagan;0;2
1665;Jon Pennell;1;0
1666;Gianmaria Termine;0;1
1667;Fausto Cigliano;1;0
1668;Nicholas Clay;0;2
1669;Siobhan Redmond;0;1
1670;Robert Popper;1;0
1671;Tatjana Pavlova;1;2
1672;Nilay Erdonmez;0;1
1673;Heather Matarazzo;4;1
1674;Tamara Al Saadi;1;0
1675;Tishuan Scott;1;0
1676;Rupert Grint;2;3
1677;Henrik Rafaelsen;0;3
1678;Corinne Cléry;6;3
1679;Giorgio Caputo;1;0
1680;Maurice Bénichou;2;1
1681;Joanna Cecylia Moskwa;1;0
1682;Ray Thacker;1;0
1683;Max Parodi;1;0
1684;David Chokachi;1;0
1685;John Macmillan;0;1
1686;Joel Ferrer;0;2
1687;Keri Lynn Pratt;0;1
1688;Sheresade Poblet;0;1
1689;Barnabás Réti;0;1
1690;Peter Atanassow;0;3
1691;Maicon Rodrigues;0;1
1692;Michael Chaplin;1;0
1693;Verda Bridges;1;0
1694;Alan Young;1;0
1695;Vincenzo Amato;2;6
1696;Cindera Che;0;1
1697;Timmothy Amedee;0;1
1698;Mitsuko Miura;0;1
1699;Edythe Chapman;0;1
1700;Jean Daniel;0;2
1701;Fabio Bezzi;1;0
1702;Jessica Lucas;2;0
1703;Malini Fonseka;1;0
1704;Pascal Bornkessel;0;1
1705;Pierpaolo Spollon;1;0
1706;Owen Williams;0;1
1707;Emanuele Salce;1;0
1708;Brian Backer;1;0
1709;Mira Furlan;1;0
1710;Yu Tian;2;0
1711;Dexter Louca Godfrey;0;1
1712;Pei-pei Cheng;0;1
1713;Lane Smith;3;1
1714;Lauren Julien-Box;0;1
1715;Vanessa Hudgens;5;1
1716;Luisa Garella;1;0
1717;Uriah Shelton;1;0
1718;Grazia Schiavo;3;1
1719;Bai Ling;1;2
1720;Cathy Kondik;0;1
1721;Paul Guilfoyle;2;3
1722;Rod Colbin;1;0
1723;Ivan Leung;0;2
1724;Jari Virman;0;2
1725;Devin Ratray;2;1
1726;Maurizio Faulisi;1;0
1727;Domhnall Gleeson;6;5
1728;Leonel Arancibia;0;1
1729;Daniela Pastorelli;1;0
1730;Albert Levien;0;2
1731;Heather Cave;0;2
1732;Bruce Price;1;0
1733;Gian;5;0
1734;Evan Mirand;1;0
1735;Felicity Gilbert;0;1
1736;Ahmet Zirek;0;1
1737;Freddie Fox;0;2
1738;Kip Pardue;0;1
1739;Alfonso Signorini;1;0
1740;Marie-Christine Orry;2;0
1741;Jamie Kennedy;4;0
1742;Massimiliano Vado;2;0
1743;Lucy Tillet;1;0
1744;Franca Bettoja;1;1
1745;David Barry Gray;1;0
1746;Maurizio Battista;6;0
1747;Emma Rigby;0;1
1748;Katherina Buchhammer;0;1
1749;Darren Le Gallo;0;1
1750;Jo Champa;1;3
1751;Alex Kapp Horner;1;0
1752;Ellen Blake;1;0
1753;Abraham Sofaer;0;2
1754;Orchidea De Santis;8;1
1755;John Adames;0;1
1756;Sidney Fullmer;1;0
1757;Bob Morel;1;0
1758;Martina Colombari;2;2
1759;Don Novello;0;3
1760;Zaki Rustum;0;1
1761;Teresa Momo;0;1
1762;Stephan Hersoen;1;0
1763;Tilo Prückner;0;1
1764;Youssef Sahwani;0;1
1765;Bryce Dallas Howard;1;8
1766;Philippe de Voogdt;0;1
1767;Kylie Minogue;1;1
1768;Constantin Cojocaru;0;2
1769;Kenneth Mars;4;3
1770;Francisco Barreiro;0;1
1771;Takuya Fujimura;1;0
1772;Morcsányi Géza;0;1
1773;Albina Dzhanabayeva;0;1
1774;Marco Graf;0;1
1775;Markus Ertelt;0;3
1776;Ilan Mitchell-Smith;1;0
1777;Ramona Badescu;2;1
1778;Antonín Kumbera;0;1
1779;Nicola Royston;0;1
1780;Erin Bethea;0;1
1781;Roberto Zibetti;2;2
1782;Javier Gutiérrez;3;0
1783;Darren E. Burrows;0;1
1784;Daniel Pommereulle;0;2
1785;Tobias Helmreich;1;0
1786;Chris Hayward;1;0
1787;Yuliya Aug;0;1
1788;Carlo Palmucci;0;1
1789;MacIntyre Dixon;2;0
1790;Hiroko Oshima;0;2
1791;Ginger Lynn;1;0
1792;Franco Ferrante;1;0
